,race_ethnicity,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,age_number
314,Black,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,Yes,Male,50.0
315,White,Felony - Enhanced,Violent,Sex,Parole,8JD,No,Yes,Male,30.0
316,White,B Felony,Violent,Other Violent,Parole,2JD,Yes,Yes,Male,30.0
317,Black,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,50.0
318,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
319,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
320,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
321,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
322,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
323,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
324,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
325,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
326,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
327,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,50.0
328,White,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,40.0
329,White,D Felony,Violent,Assault,Parole,2JD,No,Yes,Male,70.0
330,Black,D Felony,Public Order,Flight/Escape,Parole,7JD,Yes,Yes,Male,30.0
331,White,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,Yes,Male,50.0
332,White,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,Yes,Male,50.0
333,White,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,Yes,Male,30.0
334,White,C Felony,Property,Vandalism,Parole,5JD,No,Yes,Male,40.0
335,White,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
336,White,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
337,White,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
338,White,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,30.0
339,White,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male,30.0
340,White,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male,30.0
341,White,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male,30.0
342,Hispanic,C Felony,Violent,Other Violent,Parole,3JD,No,Yes,Male,20.0
343,Hispanic,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female,30.0
344,White,Aggravated Misdemeanor,Property,Theft,Parole,5JD,No,Yes,Female,40.0
345,Hispanic,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
346,White,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,Yes,Male,50.0
347,White,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male,40.0
348,Black,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Male,40.0
349,Black,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Male,40.0
350,Black,D Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,20.0
351,White,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male,50.0
352,White,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,7JD,No,Yes,Male,20.0
353,White,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,50.0
354,Black,B Felony,Other,Other Criminal,Parole,5JD,No,Yes,Male,50.0
355,Black,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,40.0
356,White,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,50.0
357,White,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,Yes,Male,40.0
358,White,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Male,40.0
359,White,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,50.0
360,White,D Felony,Drug,Other Drug,Parole,5JD,No,Yes,Male,50.0
361,White,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male,40.0
362,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
363,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
364,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
365,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
366,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
367,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
368,White,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,40.0
369,White,D Felony,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male,30.0
370,White,D Felony,Property,Theft,Parole,2JD,Yes,Yes,Female,40.0
371,White,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,20.0
372,White,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male,20.0
373,Black,Serious Misdemeanor,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
374,Hispanic,D Felony,Public Order,OWI,Parole,7JD,Yes,Yes,Male,30.0
375,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female,50.0
376,White,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female,50.0
377,White,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,30.0
378,White,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male,50.0
379,White,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male,50.0
380,Hispanic,D Felony,Property,Forgery/Fraud,Parole,5JD,No,Yes,Male,20.0
381,White,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,30.0
382,White,D Felony,Public Order,Traffic,Parole,3JD,No,Yes,Male,40.0
383,White,D Felony,Violent,Sex,Special Sentence,3JD,Yes,Yes,Male,20.0
384,Hispanic,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,30.0
385,Hispanic,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male,30.0
386,Black,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Yes,Male,30.0
387,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female,50.0
388,White,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,No,Male,30.0
389,White,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,50.0
390,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
391,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
392,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
393,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
394,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
395,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
396,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
397,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
398,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
399,Black,D Felony,Drug,Other Drug,Parole,3JD,No,Yes,Male,30.0
400,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
401,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
402,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,40.0
403,White,B Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male,20.0
404,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,50.0
405,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,50.0
406,Black,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male,50.0
407,White,D Felony,Drug,Drug Possession,Parole,8JD,No,Yes,Male,50.0
408,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
409,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
410,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
411,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
412,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
413,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
414,White,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male,40.0
415,Black,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,50.0
416,Black,D Felony,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male,20.0
417,White,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
418,White,Felony - Enhanced,Drug,Trafficking,Parole,1JD,Yes,Yes,Male,70.0
419,White,Felony - Enhanced,Violent,Sex,Parole,6JD,No,Yes,Male,50.0
420,Black,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male,20.0
421,Black,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Male,40.0
422,Black,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Parole,3JD,No,Yes,Male,30.0
423,Hispanic,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
424,Hispanic,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male,20.0
425,White,D Felony,Property,Vandalism,Parole,5JD,No,Yes,Male,30.0
426,White,D Felony,Property,Vandalism,Parole,5JD,No,Yes,Male,30.0
427,White,Aggravated Misdemeanor,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male,30.0
428,Hispanic,Felony - Enhanced,Drug,Trafficking,Parole,7JD,Yes,Yes,Male,40.0
429,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
430,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
431,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
432,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
433,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
434,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
435,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
436,Black,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male,30.0
437,White,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male,40.0
438,Black,C Felony,Property,Theft,Parole,5JD,No,Yes,Male,30.0
439,Black,C Felony,Property,Theft,Parole,5JD,No,Yes,Male,30.0
440,Black,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
441,White,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Female,20.0
442,White,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,Yes,Yes,Male,40.0
443,Hispanic,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,No,Yes,Male,50.0
444,White,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,Yes,Male,40.0
445,White,C Felony,Property,Burglary,Parole,1JD,No,Yes,Male,30.0
446,Hispanic,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male,20.0
447,Hispanic,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male,20.0
448,White,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male,30.0
449,Hispanic,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Yes,Male,30.0
450,Hispanic,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Yes,Male,30.0
451,White,D Felony,Violent,Assault,Parole,8JD,No,Yes,Male,50.0
452,White,D Felony,Violent,Assault,Parole,8JD,No,Yes,Male,50.0
453,White,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,Yes,No,Male,50.0
454,White,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,20.0
455,Black,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male,30.0
456,Black,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male,30.0
457,White,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male,70.0
458,White,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male,70.0
459,Black,Felony - Enhanced,Property,Theft,Discharged – End of Sentence,,Yes,No,Male,40.0
460,White,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Female,50.0
461,White,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,Yes,Yes,Male,20.0
462,Black,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,40.0
463,White,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
464,White,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
465,White,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
466,White,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Female,40.0
467,Black,D Felony,Other,Other Violent,Discharged – End of Sentence,,No,No,Male,30.0
468,American Native,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female,40.0
469,Black,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male,40.0
470,White,D Felony,Public Order,Traffic,Parole,7JD,No,Yes,Male,20.0
471,White,C Felony,Property,Theft,Parole,7JD,No,Yes,Male,20.0
472,Black,Aggravated Misdemeanor,Property,Theft,Parole,1JD,No,Yes,Female,50.0
473,Hispanic,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,No,Female,40.0
474,White,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,30.0
475,Black,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Female,50.0
476,White,C Felony,Property,Burglary,Parole,5JD,Yes,Yes,Female,30.0
477,White,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
478,White,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
479,White,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
480,White,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male,20.0
481,White,D Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male,20.0
482,White,D Felony,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male,40.0
483,White,Felony - Enhanced,Property,Theft,Parole,5JD,Yes,Yes,Male,50.0
484,White,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,20.0
485,White,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,20.0
486,White,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,20.0
487,White,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,20.0
488,White,C Felony,Violent,Sex,Discharged – End of Sentence,,No,No,Male,20.0
489,White,D Felony,Violent,Murder/Manslaughter,Parole,6JD,No,Yes,Male,20.0
490,White,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male,40.0
491,Black,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
492,Black,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
493,Black,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
494,Black,C Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male,30.0
495,Black,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Yes,Male,50.0
496,Black,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,40.0
497,Black,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,40.0
498,Black,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,40.0
499,Black,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,40.0
500,White,C Felony,Property,Theft,Parole,7JD,Yes,Yes,Male,40.0
501,White,D Felony,Property,Forgery/Fraud,Parole,3JD,No,Yes,Male,30.0
502,White,D Felony,Property,Forgery/Fraud,Parole,3JD,No,Yes,Male,30.0
503,White,C Felony,Property,Arson,Discharged – End of Sentence,,No,No,Male,30.0
504,White,C Felony,Property,Arson,Discharged – End of Sentence,,No,No,Male,30.0
505,White,C Felony,Property,Arson,Discharged – End of Sentence,,No,No,Male,30.0
506,White,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,20.0
507,White,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,20.0
508,White,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,20.0
509,White,D Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,20.0
510,Black,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male,20.0
511,White,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male,30.0
512,White,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Yes,Male,40.0
513,White,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Yes,Male,40.0
514,White,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Yes,Male,40.0
515,White,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Yes,Male,40.0
516,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
517,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
518,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
519,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
520,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
521,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
522,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
523,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
524,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
525,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,40.0
526,White,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male,30.0
527,White,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male,30.0
528,Black,D Felony,Violent,Sex,Special Sentence,7JD,Yes,Yes,Male,20.0
529,Hispanic,D Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male,30.0
530,Hispanic,D Felony,Property,Theft,Parole,2JD,No,Yes,Male,40.0
531,White,B Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
532,White,Felony - Enhanced,Public Order,Traffic,Parole,2JD,No,Yes,Male,40.0
533,Hispanic,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male,50.0
534,White,D Felony,Violent,Sex,Parole,8JD,No,Yes,Male,70.0
535,White,D Felony,Property,Burglary,Parole,1JD,Yes,Yes,Male,50.0
536,Black,D Felony,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male,20.0
537,White,D Felony,Violent,Assault,Parole,1JD,Yes,Yes,Male,20.0
538,White,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,20.0
539,White,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male,20.0
540,White,D Felony,Property,Burglary,Parole,1JD,Yes,Yes,Female,40.0
541,White,C Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,50.0
542,White,C Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male,50.0
543,White,C Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male,30.0
544,White,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male,30.0
545,White,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male,20.0
546,White,D Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male,40.0
547,Hispanic,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male,30.0
548,Hispanic,D Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male,30.0
549,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
550,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
551,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
552,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
553,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
554,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
555,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
556,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
557,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
558,White,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male,40.0
559,White,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male,70.0
560,White,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Female,70.0
561,White,D Felony,Public Order,OWI,Parole,2JD,No,Yes,Male,50.0
562,White,D Felony,Public Order,OWI,Parole,2JD,No,Yes,Male,50.0
563,White,D Felony,Public Order,OWI,Parole,2JD,No,Yes,Male,50.0
564,White,D Felony,Public Order,OWI,Parole,2JD,No,Yes,Male,50.0
565,White,D Felony,Public Order,OWI,Parole,2JD,No,Yes,Male,50.0
566,White,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Female,40.0
567,White,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male,40.0
568,White,B Felony,Drug,Trafficking,Parole,1JD,No,Yes,Male,40.0
569,Black,D Felony,Violent,Assault,Parole,5JD,No,Yes,Male,40.0
570,Black,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male,20.0
571,Hispanic,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,20.0
572,Black,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male,30.0
573,White,B Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male,40.0
574,White,B Felony,Drug,Trafficking,Parole,4JD,No,Yes,Male,40.0
575,White,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,40.0
576,White,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,40.0
577,White,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,40.0
578,White,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female,40.0
579,Black,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male,30.0
580,White,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male,50.0
